text	sentiment	processed_text
I better meet Steve on the Brooklyn bridge today.	Neutral	i better meet steve on the brooklyn bridge today
@FrankMaloney Chisora? Or will he not have it? Once this 3rd defence is done and he owns the belt outright will he move up in class then?	Neutral	chisora or will he not have it once this defence is done and he owns the belt outright will he move up in class then
@AlexSulima Lol speak of the devil did you hear about RIM? They apparently bumped Nokia put of 5th place :o	Neutral	laugh out loud speak of the devil did you hear about rim they apparently bumped nokia put of place o
Galaxy Note 5 and Galaxy S6 edge+ certified in Malaysia ahead of it's official launch  http://t.co/Z3UHZhfFn4 http://t.co/TAYeKlyRzd	Neutral	galaxy note and galaxy s edge certified in malaysia ahead of it is official launch
How are you leveraging #bigdata and #analytics on IBM #bluemix? If you're not you may want to check this out http://t.co/xwy115BUns	Neutral	how are you leveraging bigdata and analytics on ibm bluemix if youre not you may want to check this out
@RealBenCarson to @realDonaldTrump: Being a billionaire isn't exactly brain surgery though, is it? https://t.co/kGZnJmYKX7 #GOPDebate	Neutral	to being a billionaire is not exactly brain surgery though is it gopdebate
#GOPDebates in full swing. http://t.co/bxHhQ5S0Ea	Neutral	gopdebates in full swing
RT @ryanbeckwith: Here are the most memorable lines from the undercard #GOPDebate http://t.co/imU4R5p9WI http://t.co/Vk5Uh7ETYk	Neutral	here are the most memorable lines from the undercard gopdebate
HERE today, gone tomorrow- but still here! A short note on Nokia's patent deals with @Microsoft and @Alcatel_Lucent  http://t.co/y5wFgUygFD	Neutral	here today gone tomorrow but still here a short note on nokia is patent deals with and
Going ice skating Friday with thalia jack helemma and jazmin maybe giancarlo yaaaaa...	Neutral	going ice skating friday with thalia jack helemma and jazmin maybe giancarlo yaa
@gilchrist450 @BlueStu1872 How much was he signed for? Did it make a dent in Mr King's warchest or is he going back to Arsenal in January?	Neutral	how much was he signed for did it make a dent in mr king is warchest or is he going back to arsenal in january
So Xhosa & Zulu guys apply morvite in their face when it\u2019s hot to avoid sun burn :/	Neutral	so xhosa zulu guys apply morvite in their face when itu s hot to avoid sun burn
RT @fieldnegro: So now we know who uncle Rupert does NOT want to be the republican nominee. Mr Bad Hair, that would be you. #GOPDebates	Neutral	so now we know who uncle rupert does not want to be the republican nominee mr bad hair that would be you gopdebates
If DDG is stuck here till Jan, can we offer him to Barca just to annoy Madrid even more.	Neutral	if ddg is stuck here till jan can we offer him to barca just to annoy madrid even more
DSTV dumps VH1 from 13 November and replaces it with the VH1 classic channel. Something tells me (cont) http://t.co/i6CapNk1	Neutral	dstv dumps vh from november and replaces it with the vh classic channel something tells me cont
@DJkoldstone we have a request to play Girls Gone Wild at the party tomorrow!	Neutral	we have a request to play girls gone wild at the party tomorrow
@TheView why aren't you discussing last night's #GOPDebate	Neutral	why are not you discussing last night is gopdebate
PlayStation Network maintenance on October 15: Services going offline\u002c possibly to make way for the new PS Store... http://t.co/IEbDpjbI	Neutral	playstation network maintenance on october services going offline possibly to make way for the new ps store
#NowPlaying in the Treehouse :  Bob Marley Vs. Funkstar De Luxe - Sun Is Shining  ... Tune In at http://t.co/9N5DBXQp9E	Neutral	nowplaying in the treehouse bob marley vs funkstar de luxe sun is shining tune in at
Lexus may try again with a luxury coupe http://t.co/PjOeC3Y3nv #EB5	Neutral	lexus may try again with a luxury coupe eb
RT @ericstonestreet: Trump has Cam hands. #GOPDebates	Neutral	trump has camera hands gopdebates
Wine drunk on a Monday and watching Game of Thrones with my mother. What is tonight	Neutral	wine drunk on a monday and watching game of thrones with my mother what is tonight
HUCKABEE/HULK 2016  #GOPDebates	Neutral	huckabeehulk gopdebates
World Book Day was Mon and no one gave me a book. No one even gave me back any of the books they\u2019ve borrowed  http://t.co/0NwQBrjH #hinthint	Neutral	world book day was mon and no one gave me a book no one even gave me back any of the books theyu ve borrowed hinthint
Il Divo - 24 September 2012 Il Divo have just confirmed two more dates: October 14 in Buenos Aires and October 28... http://t.co/nrOr45Gu	Neutral	il divo september il divo have just confirmed two more dates october in buenos aires and october
Djokovic up 6-5 in the 1st set.  Federer leads Djokovic in all-time tiebreaks, 11-10.  #tennis	Neutral	djokovic up in the set federer leads djokovic in alltime tiebreaks tennis
Here\u2019s all you need to know about upcoming #lebronX drops http://t.co/yZI3i4Yh. Thursday marks two launches Blue Diamond & Jade. #teamlebron	Neutral	hereu s all you need to know about upcoming lebronx drops thursday marks two launches blue diamond jade teamlebron
Why are we choosing Presidential candidates based on how much they entertain us? #GOPDebate	Neutral	why are we choosing presidential candidates based on how much they entertain us gopdebate
Per NC State: Lorenzo Brown will have exploratory surgery on his right knee Tuesday to pinpoint the source of the discomfort in his knee.	Neutral	per nc state lorenzo brown will have exploratory surgery on his right knee tuesday to pinpoint the source of the discomfort in his knee
RMT is playing Bob Marley and the Wailers - Sun Is Shining [Listeners: 1/100] [Requests are: On]	Neutral	rmt is playing bob marley and the wailers sun is shining listeners requests are on
@joannanadin you could also try allium moly which may have or may not have been what Odysseus used to counter Circe\u2019s magic.	Neutral	you could also try allium moly which may have or may not have been what odysseus used to counter circeu s magic
Anonymous asked: Would we have a chance at seeing you for topless Tuesday? http://t.co/UK8xRlos	Neutral	anonymous asked would we have a chance at seeing you for topless tuesday
@chrissyteigen I\u2019ll be at LAX tomorrow. If you\u2019re still there I\u2019ll bring In N Out	Neutral	iull be at lax tomorrow if youu re still there iull bring in n out
RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…	Neutral	i think cruz and trump need to band together and expose this set up job and get rid of bush and rubio 🇺 🇸 gopdebate g …
Megyn Kelly: Rosie O'Donnell a 'woman.' #GOPDebate	Neutral	megyn kelly rosie odonnell a woman gopdebate
Yuckiest Food in the Amazon due Thursday!	Neutral	yuckiest food in the amazon due thursday
You may know them as the crazy boys on Nickelodeon\u002c but I know them as my whole world and idols\u002c Big Time Rush.	Neutral	you may know them as the crazy boys on nickelodeon but i know them as my whole world and idols big time rush
i shall now spend the rest of the night on Netflix. #addiction	Neutral	i shall now spend the rest of the night on netflix addiction
Ahaaa. Mom is funny af\u2019. LolRT @SpeaknOfAshh: My Mom called & said she\u2019s going to thee club Saturday to see Plies -____- Mom sit down .	Neutral	ahaa mom is funny afu lolrt my mom called said sheu s going to thee club saturday to see plies mom sit down
@Humzatariq2 iThink they may introduce the iphone 6S but my cuzzo said the AppleWatch Red and new macbook size	Neutral	ithink they may introduce the iphone s but my cuzzo said the applewatch red and new macbook size
TA: LG Spectrum Ice Cream Sandwich will start rolling out tomorrow:  Starting tomorrow owners of the LG... http://t.co/B2GOeeK6 #android	Neutral	ta lg spectrum ice cream sandwich will start rolling out tomorrow starting tomorrow owners of the lg android
RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates	Neutral	men on stage discussing one woman gopdebates
@SkyLivingHD I'm going to be lost without Hannibal on a Wednesday	Neutral	instant message going to be lost without hannibal on a wednesday
.@megynkelly Megyn Candy Crowley Kelly. Enough said. #kellyfile #FoxNews #GOPDebate .@FoxNews	Neutral	megyn candy crowley kelly enough said kellyfile foxnews gopdebate
Join Team PML(N) representative to support PMLN vs PTI kids at Front Line with Kamran Shahid Recording tomorrow... http://t.co/D16qLSLU	Neutral	join team pmln representative to support pmln vs pti kids at front line with kamran shahid recording tomorrow
Friday post-game IHOP is having their 2nd annual pancake bonanza. Fans of the winning team will get a short stack for $2 or 20% off meal...	Neutral	friday postgame ihop is having their annual pancake bonanza fans of the winning team will get a short stack for or off meal
RT @DaciaLJohnson: So, who do you think won the #GOPDebate? So far @TCPalm polls shows @realDonaldTrump at 50%: http://t.co/4atgYTWh8T http…	Neutral	so who do you think won the gopdebate so far polls shows at http …
RT @AwardsDaily: I don't think I've ever seen a bunch of dudes so afraid of one woman as during last night's debates. #GOPDebate	Neutral	i do not think ive ever seen a bunch of dudes so afraid of one woman as during last night is debates gopdebate
They've all seen the burning bush? #GOPDebates	Neutral	theyve all seen the burning bush gopdebates
"Get them to write about policy, Jeb Bush says, pointing to reporters, when asked about higher-ed plan. ""They may break out in a rash"""	Neutral	get them to write about policy jeb bush says pointing to reporters when asked about highered plan they may break out in a rash
RT @brian_mcgill: Fantastic statistical breakdown of the #GOPdebate from @randyyeip, @stuartathompson last night.http://t.co/dbGL8GdFPb htt…	Neutral	fantastic statistical breakdown of the gopdebate from last night htt …
I miss Sunday brunch with @brooklynbeckham and david beckham in Kensington and I also miss max! #LivedInKensington #hackerystreet	Neutral	i miss sunday brunch with and david beckham in kensington and i also miss max livedinkensington hackerystreet
#GOPDebate: Did Cruz Trump Trump? https://t.co/lOCTZi5YQV via @CR @RMConservative is spot on!	Neutral	gopdebate did cruz trump trump via is spot on
Tests show it is easy to insert Galaxy Note 5's S Pen backwards; doing so may damage device's stylus detection mec... http://t.co/H0wrNMDKSg	Neutral	tests show it is easy to insert galaxy note is s pen backwards doing so may damage device is stylus detection mec
@hallenissen this kid from work is going to Belgium for tomorrow land	Neutral	this kid from work is going to belgium for tomorrow land
Sitting on a veranda in India, reading debate comments on twitter. I WIN. #GOPDebates	Neutral	sitting on a veranda in india reading debate comments on twitter i win gopdebates
@ben_higham we put a 2nd team out and get beat and you go #Rafa ... Behave Ben !! You sound like a wool calling for Rafa	Neutral	we put a team out and get beat and you go rafa behave ben you sound like a wool calling for rafa
A little history from yours truly re: immigration sparring in #GOPDebate  https://t.co/m59gDl3ZGt	Neutral	a little history from yours truly re immigration sparring in gopdebate
RT @FrankConniff: Hard to say who won the #GOPDebate - Bernie or Hillary?	Neutral	hard to say who won the gopdebate bernie or hillary
"Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates"	Neutral	dig into everyone is financials if you are doing that to trump gopdebates
@mmmhotbreakfast @mickmolloy I can't stop hope the iPad goes flat I gotta work tomorrow. GO TIGES GO TIGES GO TIGES GO TIGES GO TIGES..	Neutral	i can not stop hope the ipad goes flat i gotta work tomorrow go tiges go tiges go tiges go tiges go tiges
Panasonic Eluga getting Ice Cream Sandwich update:  Panasonic may have all but pulled out of the European smartp... http://t.co/MKAAW0pW	Neutral	panasonic eluga getting ice cream sandwich update panasonic may have all but pulled out of the european smartp
RT @IDG375: 17 candidates, 2 debates, 1 Donald Trump and plenty to fact-check http://t.co/QFedZq4q5z via @PolitiFact #GOPFAIL #GOPDEBATE	Neutral	candidates debates donald trump and plenty to factcheck via gopfail gopdebate
@AnaBanana12 do you like @OurNameIsFun? Presale is tomorrow for Jan 31st show at DAR Constitution Hall.	Neutral	do you like presale is tomorrow for jan show at dar constitution hall
@nekehnekeh she\u2019s got anne curtis\u002c toni gonzaga\u002c dat guy who looks like bruno mars from last sunday\u002c idk his name lol n 4 others idk them :D	Neutral	sheu s got anne curtis toni gonzaga dat guy who looks like bruno mars from last sunday i do not know his name laugh out loud n others i do not know them d
Rocking out with Machine Gun Kelly tomorrow night! #TIWIA #wildboy	Neutral	rocking out with machine gun kelly tomorrow night tiwia wildboy
It\u2019s Presidents Day at the White House Thursday. Barack Obama hosts George W. Bush for unveiling of portrait. George H.W. Bush there too.	Neutral	itu s presidents day at the white house thursday barack obama hosts george w bush for unveiling of portrait george homework bush there too
can't believe I just sat and cried at David Beckham on Knock Knock live. Think it's time for me to go to bed	Neutral	can not believe i just sat and cried at david beckham on knock knock live think it is time for me to go to bed
@Dixieconley I\u2019m dropping becca off tomorrow and then going to Ash	Neutral	ium dropping becca off tomorrow and then going to ash
I heard a rumor that several of the republican candidates used @Brainscape to prepare for the first #GOPdebate 🇺🇸📲😎	Neutral	i heard a rumor that several of the republican candidates used to prepare for the first gopdebate 🇺 🇸 📲 😎
True blood is a repeat now what do I do with my Sunday night!	Neutral	true blood is a repeat now what do i do with my sunday night
Do chocolate chips count as a substitute for #Drinks during #GOPDebates ?	Neutral	do chocolate chips count as a substitute for drinks during gopdebates
OMG I think I'm missing the #GOPDEBATES to watch this  #ChillerTBT	Neutral	oh my god i think instant message missing the gopdebates to watch this chillertbt
@JanMichaelDC @LittleLadyCook I don't either. Complete mystery. Also, I may have just been chair dancing to Heartbreaker by Mariah Carey.	Neutral	i do not either complete mystery also i may have just been chair dancing to heartbreaker by mariah carey
I guess it's safe to say we'll only see Beyonce's performance tomorrow in SA #MadeInAmerica	Neutral	i guess it is safe to say well only see beyonce is performance tomorrow in sa madeinamerica
#GOPDebate - live report from Jefferson's.  http://t.co/FlowHTLihO http://t.co/fKFYtS8F23	Neutral	gopdebate live report from jefferson is
On Wednesday\u002c October 24\u002c Season 3 American Idol contestant Jennifer Hudson channeled the upcoming holiday when ... http://t.co/4nLZj6M2	Neutral	on wednesday october season american idol contestant jennifer hudson channeled the upcoming holiday when
If you are at the Rampage game DM me I may be able to get you in our suite.	Neutral	if you are at the rampage game direct message me i may be able to get you in our suite
Ben said Bicester was full of chavs\u002c well I\u2019m currently sat with last years cast of Jeremy Kyle. UH HYPOCRITICAL MUCH?	Neutral	ben said bicester was full of chavs well ium currently sat with last years cast of jeremy kyle uh hypocritical much
Some of the advertisers Jan has worked with include Canon\u002c Nike\u002c Procter http://t.co/IibvfEhb	Neutral	some of the advertisers jan has worked with include canon nike procter
If I were one of the candidates at the #GOPDebate I would have psyched out my opponents with a scorpion bolo tie!	Neutral	if i were one of the candidates at the gopdebate i would have psyched out my opponents with a scorpion bolo tie
If any Baltimore team mascots come up missing 1st person of interest should be Billy Cundiff! Or the Redskins mascot is taken blame him!	Neutral	if any baltimore team mascots come up missing person of interest should be billy cundiff or the redskins mascot is taken blame him
Thoughts and prayers with Pavol Demitra's family today, and the entire hockey team who perished in a plane crash today.	Neutral	thoughts and prayers with pavol demitra is family today and the entire hockey team who perished in a plane crash today
@S_T_O_P_TERROR @AnneBayefsky But remember, Erdogan is Obama's BFF. 1st foreign leader he called when elected.	Neutral	but remember erdogan is obama is best friends forever foreign leader he called when elected
@Vikingdane1 Thinking a bolt action .30-06 may have to be in the cards for Valentine\u2019s Day or something.	Neutral	thinking a bolt action may have to be in the cards for valentineu s day or something
"""@MykaNow RT Bothers me when those runnin for President cannot respect even the office enough to call him President Obama.
#GOPDebate #Fail"""	Neutral	bothers me when those runnin for president cannot respect even the office enough to call him president obama gopdebate fail
Cannot believe I've just downloaded an avenged sevenfold track to play alongside mariah Carey and bow wow tomorrow lol	Neutral	cannot believe ive just downloaded an avenged sevenfold track to play alongside mariah carey and bow wow tomorrow laugh out loud
September 5th 1982 the Grateful Dead performed at Glen Helen Regional Park in Devore (audio)... http://t.co/qTnjgsWuhK	Neutral	september the grateful dead performed at glen helen regional park in devore audio
"RT @LindaSuhler: Drudge Report has Trump running away with the debate at &gt;39%.
Cruz is #2, at almost 14%.
#GOPDebate"	Neutral	drudge report has trump running away with the debate at cruz is at almost gopdebate
iguess its just be n netflix tonight! =)	Neutral	iguess its just be n netflix tonight
@GSYellin I don\u2019t think CNY will be hit too hard\u002c but it may be utilized if there are any power outages #NewhouseSM4	Neutral	i donu t think cny will be hit too hard but it may be utilized if there are any power outages newhousesm
@pabsty27 Member Monday for Prelim v Crows from 9am-9pm tomorrow through Ticketek. 4 tickets per barcode with max of 8 in a transaction	Neutral	member monday for prelim v crows from ampm tomorrow through ticketek tickets per barcode with max of in a transaction
"All my Passengers I aplogize for the tardiness of The 2nd half of the Dual Single \""""Magic\"""" but it\u2019s dropping soon...STAYTUNNED!!!!!!!!!!"	Neutral	all my passengers i aplogize for the tardiness of the half of the dual single magic but itu s dropping soonstaytunned
RT @jacbrew: Interviewed some candidates before the #GOPDebate tonight... more on my YouTube - Woo... (Vine by @woodsie_tv) https://t.co/sM…	Neutral	interviewed some candidates before the gopdebate tonight more on my youtube woo vine by
@AvanhVan The one that shows Jeb Bush IN 11th Pl. yet talk about Jeb Bush every morning instead of the others ahead of him- OK ?	Neutral	the one that shows jeb bush in pl yet talk about jeb bush every morning instead of the others ahead of him ok
Very impressed with both #GOPDebates last night. Not sure who to vote for yet, but do know it won't be #Hillary. Im neither democrat or GOP.	Neutral	very impressed with both gopdebates last night  uncertain who to vote for yet but do know it will not be hillary instant message neither democrat or gop
Waiting for Newcastle to smash the Mackems with @bones1993 #DerbyDay in the sun!	Neutral	waiting for newcastle to smash the mackems with derbyday in the sun
Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/CBj5lBdlZj	Neutral	last night is gopdebate what topics merited attention and which were ignored goptbt
@MatthewBerryTMR Ryan Grant or Felix Jones in the 5th round!!!! HURRY!!! I already have Tony Romo and Dez so idk about FJtheres also steve j	Neutral	ryan grant or felix jones in the round hurry i already have tony romo and dez so i do not know about fjtheres also steve j
@pvoelkel In your defense\u002cmy love of Dickens\u2019 original may be regarded unnecessarily high in my eyes because of the history I have with it	Neutral	in your defensemy love of dickensu original may be regarded unnecessarily high in my eyes because of the history i have with it
#HSMSelfie - It looks like Presidential Candidate #HillaryClinton watched the #GOPDebate with… https://t.co/W4IvyzQL1U	Neutral	hsmselfie it looks like presidential candidate hillaryclinton watched the gopdebate with …
tonight!!! (wed)--Mike \u2019Slo-Mo\u2019 Brenner solo opening for Jim White at Tin Angel. 8pm. c\u2019mon out!!... http://t.co/5106ZL2k	Neutral	tonight wedmike uslomou brenner solo opening for jim white at tin angel p m cumon out
ATHENS (Reuters) - Greek lawyers launched their defense of a prominent journalist on Thursday charged with break... http://t.co/Scfu9vyc	Neutral	athens reuters greek lawyers launched their defense of a prominent journalist on thursday charged with break
"ICYMI: This is the ""crowded field"" embodied in one photo. #GOPDebate  https://t.co/r2aKyIRxib"	Neutral	icymi this is the crowded field embodied in one photo gopdebate
Clocking that marshal in the head with his opening tee shot clearly rattled Harris English. Took him 2 holes to drop from 4th to T26.	Neutral	clocking that marshal in the head with his opening tee shot clearly rattled harris english took him holes to drop from to t
@RockstarGames Bring GTA3/Vice City 10th Anniversaries to the PS Vita!	Neutral	bring gta vice city anniversaries to the ps vita
\u2019Clockwinder-who wouldn\u2019t say no\u2019. Launch at the Commons on Tuesday. The biog of the late David Taylor is the untold story of a virtuous MP.	Neutral	uclockwinderwho wouldnu t say nou launch at the commons on tuesday the biog of the late david taylor is the untold story of a virtuous mp
Who's the real illegal alien #SoniaSotomayor - Farrakhan on #GOPDebate Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube	Neutral	who is the real illegal alien soniasotomayor farrakhan on gopdebate immigration the mexican bor via
"Something about invoking the name Ronald Reagan that makes conservatives start hushing up and going, ""Ooohhhhh...."" #SafeWord #GOPDebates"	Neutral	something about invoking the name ronald reagan that makes conservatives start hushing up and going oohh safeword gopdebates
RT @YoungBLKRepub: Retweet if you see a life..... #GOPDebate http://t.co/NVyeiWAzIb	Neutral	retweet if you see a life gopdebate
RT @realjeffreyross: Looks like the auditions for the role of Ron Burgandy. #GOPdebate	Neutral	looks like the auditions for the role of ron burgandy gopdebate
@Mosher_Monica hey I\u2019m coming home tomorrow to surprise Lauren so don\u2019t tell her but I\u2019m going to need you or someone to let me in	Neutral	hey ium coming home tomorrow to surprise lauren so donu t tell her but ium going to need you or someone to let me in
The real news of the #GOPDebate RT https://t.co/PmJHbxqfqK	Neutral	the real news of the gopdebate
@Oficial10Oscar Will you get your driver to stop outside Cobham tomorrow so i can have a picture with you?#ChatOscar	Neutral	will you get your driver to stop outside cobham tomorrow so i can have a picture with youchatoscar
Berkmar vs. Central on the 21st! Even though I go to Central\u002c I\u2019ll still sit on Berkmar\u2019s side.	Neutral	berkmar vs central on the even though i go to central iull still sit on berkmaru s side
.@kelseybone3 puts back a Bentley miss. Sun tie the game again at 58. #LetsGoSun	Neutral	puts back a bentley miss sun tie the game again at letsgosun
Ricky Ponting was pulled out of a Sheffield Shield game on Friday with a hamstring injury.: Ricky Ponting was pu... http://t.co/O9MhG7HH	Neutral	ricky ponting was pulled out of a sheffield shield game on friday with a hamstring injury ricky ponting was pu
Oh I think #Fox will brag it! #Kasich #GopDebates  https://t.co/ZK8kCNqE8L	Neutral	oh i think fox will brag it kasich gopdebates
"Jacob has a teacher work day tomorrow\u002c he asked to come to work with me \""""to make sure I get my work done\"""". Really... http://t.co/Eteqb3LD"	Neutral	jacob has a teacher work day tomorrow he asked to come to work with me to make sure i get my work done really
Soul Train 70\u2019s Halloween  Party Sat Oct 27 http://t.co/IrUW87SM ADV TIXX $10 -  $15 wt out costume $20 at the door...http://t.co/IrJ3lzNw	Neutral	soul train us halloween party sat oct adv tixx wt out costume at the door
RT @Mullchess: @FoxNews Can't stand much more.  If these 10 are the best of the GOP, I love our chances in 2016 #GOPDebates #UniteBIue	Neutral	can not stand much more if these are the best of the gop i love our chances in gopdebates unitebiue
@QBKILLA Good morning Killa! Who's your pick for the Georgia - Boise State game this Saturday?	Neutral	good morning killa who is your pick for the georgia boise state game this saturday
@Megggdanna you have watch the nba playoffs! Knicks vs Heat on Wednesday!	Neutral	you have watch the nba playoffs knicks vs heat on wednesday
just had a bad dream about digi mon and you were in it, you left me in ASDA car park alone too (digi was where pets at home is) @Lou_Steel	Neutral	just had a bad dream about digi mon and you were in it you left me in asda car park alone too digi was where pets at home is
@etammykim 5. What questions shld journos ask candidates when it comes to reporting on poverty? #TalkPoverty #GOPDebate	Neutral	what questions shld journos ask candidates when it comes to reporting on poverty talkpoverty gopdebate
Norwich City are the 6th team into the Capital One Cup Quarter Finals	Neutral	norwich city are the team into the capital one cup quarter finals
Does he mean a tv or a giant iPad?  https://t.co/oITONF1nPq	Neutral	does he mean a tv or a giant ipad
RT @Sanders4Potus: RT @ABCPolitics: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republ… http…	Neutral	according to the mostretweeted candidate tweet of the gopdebate did not come from a republ … http …
Goodnight everyone!!! Talk to you all tomorrow :D I shall leave you with Harry Styles -A http://t.co/fC1ZKoW7	Neutral	goodnight everyone talk to you all tomorrow d i shall leave you with harry styles a
Deal of the Hour $2622 & up -- Brazil\u002c Chile\u002c Uruguay & Argentina Tours w/Air: Through April http://t.co/AgK4KjHn #deals	Neutral	deal of the hour up brazil chile uruguay argentina tours wair through april deals
I think I am going to take this trip to Raleigh on Saturday!	Neutral	i think i am going to take this trip to raleigh on saturday
RT @cestMa1: Sitting on a veranda in India, reading debate comments on twitter. I WIN. #GOPDebates	Neutral	sitting on a veranda in india reading debate comments on twitter i win gopdebates
Netanyahu, will be in London to meet David Cameron on 9 September Join the protest outside Downing Street to oppose his visit. 11am to 1pm	Neutral	netanyahu will be in london to meet david cameron on september join the protest outside downing street to oppose his visit am to pm
If we don't hold everyone to the same standards during the #GOPDebates, what are they worth?	Neutral	if we do not hold everyone to the same standards during the gopdebates what are they worth
Safe Mode with Networking - no internet: I am troubleshooting a BSOD in Windows 7 and may come back later with m... http://t.co/2gB8dMT	Neutral	safe mode with networking no internet i am troubleshooting a bsod in windows and may come back later with m
"RT @cpnote: Kacinich; ""some of my best friends are gay""#GOPDebates"	Neutral	kacinich some of my best friends are gaygopdebates
Camo or NASCAR the choices I must make on White Trash Wednesday\u002c I mean America Day....	Neutral	camo or nascar the choices i must make on white trash wednesday i mean america day
The #GOPDebate tho! #NoWords	Neutral	the gopdebate tho nowords
"O\u2019Mara says \""""political influence\"""" was at play in charging of Zimmerman with 2nd degree murde"	Neutral	oumara says political influence was at play in charging of zimmerman with degree murde
@EricaMLake at the bootleg the last weekend of September. Next Thursday what\u2019re you up to? White Arrows at the echo	Neutral	at the bootleg the last weekend of september next thursday whatu re you up to white arrows at the echo
will Fabregas and sanchez will make their debut tonight?	Neutral	will fabregas and sanchez will make their debut tonight
Doing two keynotes in #KC tomorrow http://t.co/mavkgxNt . Goint to #NASCAR today.  I want to see if I can sit shotgun with Danica Patrick.	Neutral	doing two keynotes in kc tomorrow goint to nascar today i want to see if i can sit shotgun with danica patrick
Arda Turan got cramp, I am not surprised! Sign for Barca but can't play til January, what do you expect lol	Neutral	arda turan got cramp i am  unsurprised sign for barca but can not play til january what do you expect laugh out loud
Army Wives until i sleep. Early and long day tomorrow.	Neutral	army wives until i sleep early and long day tomorrow
"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate"	Neutral	have any of you received a word from god are any of you soupsandwich crazy gopdebate
If I'm not at the Chris brown concert next Tuesday I'm gonna be really really upset and I'm gonna blame George lol	Neutral	if instant message not at the chris brown concert next tuesday instant message gonna be really really upset and instant message gonna blame george laugh out loud
"And kris\u2019 airport runaway x3 \""""@RLAdeer: tomorrow exo m will go to nanjing.. yeah! I\u2019ll see luhan\u2019s hair.. is it true that his hair now is bl"	Neutral	and krisu airport runaway x tomorrow exo m will go to nanjing yes iull see luhanu s hair is it true that his hair now is bl
"#MT \""""@ebertchicago \u2019The Artist\u002c\u2019 posted new Thursday at Netflix Instant. The surprise winner at the Oscars. My review: http://t.co/0qTZMA3v\"""""	Neutral	mt uthe artistu posted new thursday at netflix instant the surprise winner at the oscars my review
Going through a Jay-Z album per day starting tomorrow. Skipping over Best of Both Worlds though. Hated that one.	Neutral	going through a jayz album per day starting tomorrow skipping over best of both worlds though hated that one
RT @Zingbot_3000: All across the US, with Live Feeds down, Big Brother fans are seeing the Sun for the first time in months.	Neutral	all across the us with live feeds down big brother fans are seeing the sun for the first time in months
That Common Core question on #GOPdebate really escalated quickly. http://t.co/Xq0WaKYBH4	Neutral	that common core question on gopdebate really escalated quickly
Birmingham\u2019s Zulu\u2019s took 800 lads to Leeds today. Celebrating 30th Anniversary of the Zulu\u2019s. Bet that was an eventful day then.....	Neutral	birminghamu s zuluu s took lads to leeds today celebrating anniversary of the zuluu s bet that was an eventful day then
RT @3paulas: interesting  2 see who isn’t worried about alienating Latino voters, and who is..” http://t.co/sLz2bl851o #uslatino #GOPDebate…	Neutral	interesting see who isn ’ t worried about alienating latino voters and who is ” uslatino gopdebate …
"RT @LeaSavoy: Overall view on #GOPDebates...

""I stayed home from work for this?""

My candidate choice has not changed 1 iota.

#CruzCrew"	Neutral	overall view on gopdebates i stayed home from work for this my candidate choice has not changed iota cruzcrew
@Juliiaxxx Jaa ik mag\u002c maareh kan je zaterdag stad? want heb die H&M card nog en die is t/m 29 april geldig X	Neutral	jaa i know mag maareh kan je zaterdag stad want heb die hm card nog en die is tm april geldig x
Jeff Wagenheim: Viewers' guide to UFC 134: Anderson Silva (left) puts his UFC middleweight title on the line Sat... http://t.co/zC3fhTb	Neutral	jeff wagenheim viewers guide to ufc anderson silva left puts his ufc middleweight title on the line sat
"I\u2019ve never sat through an episode of \""""Gossip Girl\"""" which does not inhibit me from calling it \""""Jim Henson\u2019s Bret Easton Ellis Babies\"""""	Neutral	iuve never sat through an episode of gossip girl which does not inhibit me from calling it jim hensonu s bret easton ellis babies
"RT @WayneDupreeShow: Maybe on the next #KellyFile @MegynKelly will go after @krauthammer 20 year positions because he switched parties too
…"	Neutral	maybe on the next kellyfile will go after year positions because he switched parties too …
Anybody here on Natchitoches got a membership at the warehouse an free to workout tomorrow	Neutral	anybody here on natchitoches got a membership at the warehouse an free to workout tomorrow
AND that's also pretty much the deal I missed out on during the Amazon Prime day sale. ....ah, I get paid friday. What the heck!	Neutral	and that is also pretty much the deal i missed out on during the amazon prime day sale ah i get paid friday what the heck
"*raises hand*RT @NY_SexyLady: \""""Tomorrow\"""" by The Winans is on my heart so heavy this morning... Wonder who needs to hear it!"	Neutral	raises handrt tomorrow by the winans is on my heart so heavy this morning wonder who needs to hear it
he is obsessed with Star Wars right now,  as a treat I am letting him watch Family Guy tonight #heavenforgiveme	Neutral	he is obsessed with star wars right now as a treat i am letting him watch family guy tonight heavenforgiveme
RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸	Neutral	instant message really really really pissed off at fox news for what they did to gopdebate gopdebates 🇺 🇸
